anchor;x;y;distance;distance_cm;channel;rssi
s0;0;5;5;500;0;-52.06862745
s0;0;5;5;500;1;-52.02040816
s0;0;5;5;500;2;-53.69724771
s0;0;5;5;500;3;-54.37272727
s0;0;5;5;500;4;-54.65254237
s0;0;5;5;500;5;-54
s0;0;5;5;500;6;-55.11111111
s0;0;5;5;500;7;-56
s0;0;5;5;500;8;-57.14678899
s0;0;5;5;500;9;-57.1372549
s0;0;5;5;500;10;-58.28571429
s0;0;5;5;500;11;-61.36170213
s0;0;5;5;500;12;-64.36206897
s0;0;5;5;500;13;-63.1875
s0;0;5;5;500;14;-60
s0;0;5;5;500;15;-58.89473684
s0;0;5;5;500;16;-58.80451128
s0;0;5;5;500;17;-59.76315789
s0;0;5;5;500;18;-61.31858407
s0;0;5;5;500;19;-62.12820513
s0;0;5;5;500;20;-63.07142857
s0;0;5;5;500;21;-65.02040816
s0;0;5;5;500;22;-69.85436893
s0;0;5;5;500;23;-63
s0;0;5;5;500;24;-61.02608696
s0;0;5;5;500;25;-60.09230769
s0;0;5;5;500;26;-60.01851852
s0;0;5;5;500;27;-60.98181818
s0;0;5;5;500;28;-61.61320755
s0;0;5;5;500;29;-59.8989899
s0;0;5;5;500;30;-58.08108108
s0;0;5;5;500;31;-56.81578947
s0;0;5;5;500;32;-57.71111111
s0;0;5;5;500;33;-55
s0;0;5;5;500;34;-53.34862385
s0;0;5;5;500;35;-52.97196262
s0;0;5;5;500;36;-51.89516129
s0;0;5;5;500;37;-51.76162791
s0;0;5;5;500;38;-58.46527778
s0;0;5;5;500;39;-52.30909091
s0;0;2;2;200;0;-51.06315789
s0;0;2;2;200;1;-51.4742268
s0;0;2;2;200;2;-51.92307692
s0;0;2;2;200;3;-51.95495495
s0;0;2;2;200;4;-51.98809524
s0;0;2;2;200;5;-51.87850467
s0;0;2;2;200;6;-51.98130841
s0;0;2;2;200;7;-51.97368421
s0;0;2;2;200;8;-52.03409091
s0;0;2;2;200;9;-51.72631579
s0;0;2;2;200;10;-52.91463415
s0;0;2;2;200;11;-50.98989899
s0;0;2;2;200;12;-50
s0;0;2;2;200;13;-49.93137255
s0;0;2;2;200;14;-50.33962264
s0;0;2;2;200;15;-50
s0;0;2;2;200;16;-51
s0;0;2;2;200;17;-51.11827957
s0;0;2;2;200;18;-50.24107143
s0;0;2;2;200;19;-51.87037037
s0;0;2;2;200;20;-52.26373626
s0;0;2;2;200;21;-53.01851852
s0;0;2;2;200;22;-53.26213592
s0;0;2;2;200;23;-54.06603774
s0;0;2;2;200;24;-56.00877193
s0;0;2;2;200;25;-57.11926606
s0;0;2;2;200;26;-59.89215686
s0;0;2;2;200;27;-56.65048544
s0;0;2;2;200;28;-54.8490566
s0;0;2;2;200;29;-53.26363636
s0;0;2;2;200;30;-52.98
s0;0;2;2;200;31;-53.00900901
s0;0;2;2;200;32;-53.88888889
s0;0;2;2;200;33;-53
s0;0;2;2;200;34;-52.00877193
s0;0;2;2;200;35;-52.91011236
s0;0;2;2;200;36;-54.51456311
s0;0;2;2;200;37;-50
s0;0;2;2;200;38;-51.16666667
s0;0;2;2;200;39;-54
s0;0;3;3;300;0;-49.99056604
s0;0;3;3;300;1;-51.01123596
s0;0;3;3;300;2;-51.34831461
s0;0;3;3;300;3;-51.95145631
s0;0;3;3;300;4;-51.96808511
s0;0;3;3;300;5;-51.1
s0;0;3;3;300;6;-51.02970297
s0;0;3;3;300;7;-50.05607477
s0;0;3;3;300;8;-50.12745098
s0;0;3;3;300;9;-49.73958333
s0;0;3;3;300;10;-50
s0;0;3;3;300;11;-49
s0;0;3;3;300;12;-49.01282051
s0;0;3;3;300;13;-49
s0;0;3;3;300;14;-49.00990099
s0;0;3;3;300;15;-49
s0;0;3;3;300;16;-49
s0;0;3;3;300;17;-49
s0;0;3;3;300;18;-48
s0;0;3;3;300;19;-48.98095238
s0;0;3;3;300;20;-49.51136364
s0;0;3;3;300;21;-50.99137931
s0;0;3;3;300;22;-51.08695652
s0;0;3;3;300;23;-52.59047619
s0;0;3;3;300;24;-56.10309278
s0;0;3;3;300;25;-58.42857143
s0;0;3;3;300;26;-56.93269231
s0;0;3;3;300;27;-56.00909091
s0;0;3;3;300;28;-57.18181818
s0;0;3;3;300;29;-56.65346535
s0;0;3;3;300;30;-54.375
s0;0;3;3;300;31;-56.45121951
s0;0;3;3;300;32;-59.09638554
s0;0;3;3;300;33;-59.95876289
s0;0;3;3;300;34;-59.2195122
s0;0;3;3;300;35;-57.97674419
s0;0;3;3;300;36;-57.02020202
s0;0;3;3;300;37;-48.20863309
s0;0;3;3;300;38;-48.91549296
s0;0;3;3;300;39;-57.0137931
s0;0;8;8;800;0;-59.8852459
s0;0;8;8;800;1;-59.90909091
s0;0;8;8;800;2;-60.18644068
s0;0;8;8;800;3;-60.27642276
s0;0;8;8;800;4;-61.09821429
s0;0;8;8;800;5;-62.51851852
s0;0;8;8;800;6;-61.4
s0;0;8;8;800;7;-61.70833333
s0;0;8;8;800;8;-63
s0;0;8;8;800;9;-62.888
s0;0;8;8;800;10;-65.85046729
s0;0;8;8;800;11;-70.52592593
s0;0;8;8;800;12;-71.6328125
s0;0;8;8;800;13;-72.03361345
s0;0;8;8;800;14;-69.832
s0;0;8;8;800;15;-67.73529412
s0;0;8;8;800;16;-70.64166667
s0;0;8;8;800;17;-83.33333333
s0;0;8;8;800;18;-72.67256637
s0;0;8;8;800;19;-62.98198198
s0;0;8;8;800;20;-62
s0;0;8;8;800;21;-61.63970588
s0;0;8;8;800;22;-61.58095238
s0;0;8;8;800;23;-63.50420168
s0;0;8;8;800;24;-62.81395349
s0;0;8;8;800;25;-60.01666667
s0;0;8;8;800;26;-58
s0;0;8;8;800;27;-56
s0;0;8;8;800;28;-54.93430657
s0;0;8;8;800;29;-54.27419355
s0;0;8;8;800;30;-53.92622951
s0;0;8;8;800;31;-53.69911504
s0;0;8;8;800;32;-54.84693878
s0;0;8;8;800;33;-54.69166667
s0;0;8;8;800;34;-54.92523364
s0;0;8;8;800;35;-54.55045872
s0;0;8;8;800;36;-53.85507246
s0;0;8;8;800;37;-60.93142857
s0;0;8;8;800;38;-67.04395604
