anchor;x;y;distance;distance_cm;channel;rssi
s3;0;3;7;700;0;-62.4950495049504
s3;0;3;7;700;1;-60.42
s3;0;3;7;700;2;-59.135922330097
s3;0;3;7;700;3;-59.2616822429906
s3;0;3;7;700;4;-58.6630434782608
s3;0;3;7;700;5;-59.8181818181818
s3;0;3;7;700;6;-61.9801980198019
s3;0;3;7;700;7;-61.3207547169811
s3;0;3;7;700;8;-58.8019801980198
s3;0;3;7;700;9;-56.7701149425287
s3;0;3;7;700;10;-60.8842105263157
s3;0;3;7;700;11;-68.0333333333333
s3;0;3;7;700;12;-69
s3;0;3;7;700;13;-62.03
s3;0;3;7;700;14;-59.9900990099009
s3;0;3;7;700;15;-58.7916666666666
s3;0;3;7;700;16;-58.9892473118279
s3;0;3;7;700;17;-58.7157894736842
s3;0;3;7;700;18;-56.84375
s3;0;3;7;700;19;-56.1869158878504
s3;0;3;7;700;20;-55
s3;0;3;7;700;21;-54.4690265486725
s3;0;3;7;700;22;-54.0760869565217
s3;0;3;7;700;23;-53.9909909909909
s3;0;3;7;700;24;-55.8089887640449
s3;0;3;7;700;25;-56.0560747663551
s3;0;3;7;700;26;-55
s3;0;3;7;700;27;-53.9807692307692
s3;0;3;7;700;28;-54.9893617021276
s3;0;3;7;700;29;-54.9890109890109
s3;0;3;7;700;30;-57.009900990099
s3;0;3;7;700;31;-59.6627906976744
s3;0;3;7;700;32;-63
s3;0;3;7;700;33;-60.9120879120879
s3;0;3;7;700;34;-59.0795454545454
s3;0;3;7;700;35;-57.5851063829787
s3;0;3;7;700;36;-58
s3;0;3;7;700;37;-67.6296296296296
s3;0;3;7;700;38;-62.6917808219178
s3;0;3;7;700;39;-60.7985074626865
s3;0;2;8;800;0;-61.0689655172413
s3;0;2;8;800;1;-61
s3;0;2;8;800;2;-59.1935483870967
s3;0;2;8;800;3;-59.4953271028037
s3;0;2;8;800;4;-60
s3;0;2;8;800;5;-61.1888888888888
s3;0;2;8;800;6;-61.4347826086956
s3;0;2;8;800;7;-61.3275862068965
s3;0;2;8;800;8;-62.0126582278481
s3;0;2;8;800;9;-63
s3;0;2;8;800;10;-61.6078431372549
s3;0;2;8;800;11;-59.009708737864
s3;0;2;8;800;12;-59.721649484536
s3;0;2;8;800;13;-59.4183673469387
s3;0;2;8;800;14;-60.7657657657657
s3;0;2;8;800;15;-61.6324786324786
s3;0;2;8;800;16;-62.3043478260869
s3;0;2;8;800;17;-62.4380952380952
s3;0;2;8;800;18;-59.1588785046729
s3;0;2;8;800;19;-59.0980392156862
s3;0;2;8;800;20;-59.7717391304347
s3;0;2;8;800;21;-59.9711538461538
s3;0;2;8;800;22;-60.9561403508771
s3;0;2;8;800;23;-61.6018518518518
s3;0;2;8;800;24;-62.8482142857142
s3;0;2;8;800;25;-62.2545454545454
s3;0;2;8;800;26;-63.8272727272727
s3;0;2;8;800;27;-63.0673076923076
s3;0;2;8;800;28;-72.060606060606
s3;0;2;8;800;29;-66.8878504672897
