anchor;x;y;distance;distance_cm;channel;rssi
s0;1;1;1.4142;141;0;-45.0943
s0;1;1;1.4142;141;1;-44.93442623
s0;1;1;1.4142;141;2;-44.88888889
s0;1;1;1.4142;141;3;-44.79807692
s0;1;1;1.4142;141;4;-45.03508772
s0;1;1;1.4142;141;5;-45
s0;1;1;1.4142;141;6;-45.39823009
s0;1;1;1.4142;141;7;-45.07207207
s0;1;1;1.4142;141;8;-46
s0;1;1;1.4142;141;9;-46
s0;1;1;1.4142;141;10;-47.90384615
s0;1;1;1.4142;141;11;-48
s0;1;1;1.4142;141;12;-47.02608696
s0;1;1;1.4142;141;13;-46
s0;1;1;1.4142;141;14;-47.01136364
s0;1;1;1.4142;141;15;-46
s0;1;1;1.4142;141;16;-45.97457627
s0;1;1;1.4142;141;17;-45.00833333
s0;1;1;1.4142;141;18;-45
s0;1;1;1.4142;141;19;-44.8490566
s0;1;1;1.4142;141;20;-44.96039604
s0;1;1;1.4142;141;21;-44.96190476
s0;1;1;1.4142;141;22;-44.90740741
s0;1;1;1.4142;141;23;-44.92622951
s0;1;1;1.4142;141;24;-46.93069307
s0;1;1;1.4142;141;25;-45
s0;1;1;1.4142;141;26;-45.02941176
s0;1;1;1.4142;141;27;-45
s0;1;1;1.4142;141;28;-45.16793893
s0;1;1;1.4142;141;29;-44.91089109
s0;1;1;1.4142;141;30;-44
s0;1;1;1.4142;141;31;-44
s0;1;1;1.4142;141;32;-45.02247191
s0;1;1;1.4142;141;33;-44.99082569
s0;1;1;1.4142;141;34;-45
s0;1;1;1.4142;141;35;-46
s0;1;1;1.4142;141;36;-46.02702703
s0;1;1;1.4142;141;37;-44.82278481
s0;1;1;1.4142;141;38;-47.37869822
s0;1;1;1.4142;141;39;-47
s0;2;2;2.828427125;283;0;-49.43956044
s0;2;2;2.828427125;283;1;-50.53658537
s0;2;2;2.828427125;283;2;-50.21686747
s0;2;2;2.828427125;283;3;-48.98550725
s0;2;2;2.828427125;283;4;-51.09183673
s0;2;2;2.828427125;283;5;-55.15384615
s0;2;2;2.828427125;283;6;-56.2195122
s0;2;2;2.828427125;283;7;-56.95604396
s0;2;2;2.828427125;283;8;-61.38095238
s0;2;2;2.828427125;283;9;-61.23863636
s0;2;2;2.828427125;283;10;-56.2804878
s0;2;2;2.828427125;283;11;-59.29411765
s0;2;2;2.828427125;283;12;-62.26923077
s0;2;2;2.828427125;283;13;-61.28282828
s0;2;2;2.828427125;283;14;-61.30337079
