anchor;x;y;distance;distance_cm;channel;rssi
s1;1;1;9.055385138;906;0;-61.52892562
s1;1;1;9.055385138;906;1;-59.85245902
s1;1;1;9.055385138;906;2;-59.25961538
s1;1;1;9.055385138;906;3;-59.98113208
s1;1;1;9.055385138;906;4;-59.36190476
s1;1;1;9.055385138;906;5;-58.98924731
s1;1;1;9.055385138;906;6;-59.90551181
s1;1;1;9.055385138;906;7;-59.81889764
s1;1;1;9.055385138;906;8;-60
s1;1;1;9.055385138;906;9;-58.75438596
s1;1;1;9.055385138;906;10;-58.77678571
s1;1;1;9.055385138;906;11;-57.8173913
s1;1;1;9.055385138;906;12;-57.99082569
s1;1;1;9.055385138;906;13;-56.68548387
s1;1;1;9.055385138;906;14;-57.69565217
s1;1;1;9.055385138;906;15;-57
s1;1;1;9.055385138;906;16;-57.69918699
s1;1;1;9.055385138;906;17;-57.07079646
s1;1;1;9.055385138;906;18;-56
s1;1;1;9.055385138;906;19;-56
s1;1;1;9.055385138;906;20;-56.06363636
s1;1;1;9.055385138;906;21;-56
s1;1;1;9.055385138;906;22;-56
s1;1;1;9.055385138;906;23;-55.01587302
s1;1;1;9.055385138;906;24;-55
s1;1;1;9.055385138;906;25;-54.74336283
s1;1;1;9.055385138;906;26;-54.95726496
s1;1;1;9.055385138;906;27;-54.02830189
s1;1;1;9.055385138;906;28;-55.07575758
s1;1;1;9.055385138;906;29;-55.26415094
s1;1;1;9.055385138;906;30;-54.9924812
s1;1;1;9.055385138;906;31;-55.99065421
s1;1;1;9.055385138;906;32;-57.84210526
s1;1;1;9.055385138;906;33;-59
s1;1;1;9.055385138;906;34;-60
s1;1;1;9.055385138;906;35;-59.99137931
s1;1;1;9.055385138;906;36;-57.1
s1;1;1;9.055385138;906;37;-62.83435583
s1;1;1;9.055385138;906;38;-56.00606061
s1;1;1;9.055385138;906;39;-57.04575163
s1;2;2;8.246211251;825;0;-61.15217391
s1;2;2;8.246211251;825;1;-62.10714286
s1;2;2;8.246211251;825;2;-70.03125
s1;2;2;8.246211251;825;3;-72.51351351
s1;2;2;8.246211251;825;4;-65.73195876
s1;2;2;8.246211251;825;5;-61.16483516
s1;2;2;8.246211251;825;6;-59.71590909
s1;2;2;8.246211251;825;7;-59.90804598
s1;2;2;8.246211251;825;8;-59.31868132
s1;2;2;8.246211251;825;9;-57.62244898
s1;2;2;8.246211251;825;10;-57.04109589
s1;2;2;8.246211251;825;11;-56.80188679
s1;2;2;8.246211251;825;12;-56.90666667
