anchor;x;y;distance;distance_cm;channel;rssi
s0;1;1;1.414213562;141;0;-54.10714286
s0;1;1;1.414213562;141;1;-53.88135593
s0;1;1;1.414213562;141;2;-53.03125
s0;1;1;1.414213562;141;3;-52.93965517
s0;1;1;1.414213562;141;4;-51.92372881
s0;1;1;1.414213562;141;5;-51.70175439
s0;1;1;1.414213562;141;6;-51.93913043
s0;1;1;1.414213562;141;7;-53.52678571
s0;1;1;1.414213562;141;8;-56.5
s0;1;1;1.414213562;141;9;-56.96825397
s0;1;1;1.414213562;141;10;-59.87378641
s0;1;1;1.414213562;141;11;-59.2920354
s0;1;1;1.414213562;141;12;-59.76623377
s0;1;1;1.414213562;141;13;-59.21666667
s0;1;1;1.414213562;141;14;-61.90566038
s0;1;1;1.414213562;141;15;-64.56603774
s0;1;1;1.414213562;141;16;-69.16
s0;1;1;1.414213562;141;17;-66.2173913
s0;1;1;1.414213562;141;18;-61.3592233
s0;1;1;1.414213562;141;19;-59.40217391
s0;1;1;1.414213562;141;20;-58
s0;1;1;1.414213562;141;21;-56.12711864
s0;1;1;1.414213562;141;22;-55.00862069
s0;1;1;1.414213562;141;23;-53.87719298
s0;1;1;1.414213562;141;24;-54.14851485
s0;1;1;1.414213562;141;25;-52.35344828
s0;1;1;1.414213562;141;26;-51.99122807
s0;1;1;1.414213562;141;27;-51.90654206
s0;1;1;1.414213562;141;28;-56.16831683
s0;1;1;1.414213562;141;29;-56.00847458
s0;1;1;1.414213562;141;30;-56.8968254
s0;1;1;1.414213562;141;31;-56.78021978
s0;1;1;1.414213562;141;32;-54.96363636
s0;1;1;1.414213562;141;33;-54.69642857
s0;1;1;1.414213562;141;34;-55.02352941
s0;1;1;1.414213562;141;35;-54.61864407
s0;1;1;1.414213562;141;36;-54.075
s0;1;1;1.414213562;141;37;-54.12962963
s0;1;1;1.414213562;141;38;-57.96855346
s0;1;1;1.414213562;141;39;-53.475
s0;1;5;5.099019514;509;0;-49.01041667
s0;1;5;5.099019514;509;1;-48.98130841
s0;1;5;5.099019514;509;2;-48
s0;1;5;5.099019514;509;3;-48.76344086
s0;1;5;5.099019514;509;4;-50.45217391
s0;1;5;5.099019514;509;5;-51.28301887
s0;1;5;5.099019514;509;6;-52.43269231
s0;1;5;5.099019514;509;7;-54.93814433
s0;1;5;5.099019514;509;8;-56.92857143
s0;1;5;5.099019514;509;9;-55.67
s0;1;5;5.099019514;509;10;-53.91666667
s0;1;5;5.099019514;509;11;-49.89908257
s0;1;5;5.099019514;509;12;-50.88349515
s0;1;5;5.099019514;509;13;-48.94791667
s0;1;5;5.099019514;509;14;-49.02197802
s0;1;5;5.099019514;509;15;-49.05102041
s0;1;5;5.099019514;509;16;-49.6185567
s0;1;5;5.099019514;509;17;-48.7979798
s0;1;5;5.099019514;509;18;-47
s0;1;5;5.099019514;509;19;-46
s0;1;5;5.099019514;509;20;-45.15929204
s0;1;5;5.099019514;509;21;-44.99107143
s0;1;5;5.099019514;509;22;-45
s0;1;5;5.099019514;509;23;-45.04166667
s0;1;5;5.099019514;509;24;-47
s0;1;5;5.099019514;509;25;-46.67924528
s0;1;5;5.099019514;509;26;-46.98924731
s0;1;5;5.099019514;509;27;-46.77083333
s0;1;5;5.099019514;509;28;-47.01190476
s0;1;5;5.099019514;509;29;-46.09803922
s0;1;5;5.099019514;509;30;-45.96551724
s0;1;5;5.099019514;509;31;-45.5631068
s0;1;5;5.099019514;509;32;-45.21296296
s0;1;5;5.099019514;509;33;-45.01
s0;1;5;5.099019514;509;34;-44.91860465
s0;1;5;5.099019514;509;35;-45.08695652
s0;1;5;5.099019514;509;36;-44.91489362
s0;1;5;5.099019514;509;37;-48.54605263
s0;1;5;5.099019514;509;38;-50.31578947
s0;1;5;5.099019514;509;39;-44.84768212
s0;1;3;3.16227766;316;0;-57.66666667
s0;1;3;3.16227766;316;1;-57.57758621
s0;1;3;3.16227766;316;2;-57.18867925
s0;1;3;3.16227766;316;3;-57.68141593
s0;1;3;3.16227766;316;4;-57.47008547
s0;1;3;3.16227766;316;5;-56.70491803
s0;1;3;3.16227766;316;6;-56.95283019
s0;1;3;3.16227766;316;7;-57.76984127
s0;1;3;3.16227766;316;8;-57.1588785
s0;1;3;3.16227766;316;9;-57.30555556
s0;1;3;3.16227766;316;10;-58.65486726
s0;1;3;3.16227766;316;11;-59.83471074
s0;1;3;3.16227766;316;12;-60.61068702
s0;1;3;3.16227766;316;13;-61.14634146
s0;1;3;3.16227766;316;14;-62.18269231
s0;1;3;3.16227766;316;15;-65.0952381
s0;1;3;3.16227766;316;16;-64.20833333
s0;1;3;3.16227766;316;17;-62.2037037
s0;1;3;3.16227766;316;18;-62.65454545
