anchor;x;y;distance;distance_cm;channel;rssi
s2;1;4;10.81665383;1082;0;-60
s2;1;4;10.81665383;1082;1;-59.8846153846153
s2;1;4;10.81665383;1082;2;-56.904
s2;1;4;10.81665383;1082;3;-57
s2;1;4;10.81665383;1082;4;-57
s2;1;4;10.81665383;1082;5;-56.9732142857142
s2;1;4;10.81665383;1082;6;-56.9903846153846
s2;1;4;10.81665383;1082;7;-56.3069306930693
s2;1;4;10.81665383;1082;8;-56.010752688172
s2;1;4;10.81665383;1082;9;-55.719298245614
s2;1;4;10.81665383;1082;10;-57.1343283582089
s2;1;4;10.81665383;1082;11;-58.9708737864077
s2;1;4;10.81665383;1082;12;-60.081081081081
s2;1;4;10.81665383;1082;13;-59.2604166666666
s2;1;4;10.81665383;1082;14;-60.5
s2;1;4;10.81665383;1082;15;-62.1666666666666
s2;1;4;10.81665383;1082;16;-65.34
s2;1;4;10.81665383;1082;17;-67.1530612244897
s2;1;4;10.81665383;1082;18;-67.7478991596638
s2;1;4;10.81665383;1082;19;-75.1304347826087
s2;1;4;10.81665383;1082;20;-65.7068965517241
s2;1;4;10.81665383;1082;21;-61.078431372549
s2;1;4;10.81665383;1082;22;-59.7090909090909
s2;1;4;10.81665383;1082;23;-59.6274509803921
s2;1;4;10.81665383;1082;24;-64.1881188118811
s2;1;4;10.81665383;1082;25;-67.44
s2;1;4;10.81665383;1082;26;-71.9042553191489
s2;1;4;10.81665383;1082;27;-65.4363636363636
s2;1;4;10.81665383;1082;28;-67.9509803921568
s2;1;4;10.81665383;1082;29;-66.8869565217391
s2;1;4;10.81665383;1082;30;-67.8144329896907
s2;1;4;10.81665383;1082;31;-73.4122807017543
s2;1;4;10.81665383;1082;32;-77.9770114942528
s2;1;4;10.81665383;1082;33;-68.4468085106382
s2;1;4;10.81665383;1082;34;-64.7047619047619
s2;1;4;10.81665383;1082;35;-63.3611111111111
s2;1;4;10.81665383;1082;36;-62.5257731958762
s2;1;4;10.81665383;1082;37;-59.9937106918239
s2;1;4;10.81665383;1082;38;-56.8551724137931
s2;1;4;10.81665383;1082;39;-62.7959183673469
s2;1;1;12.72792206;1273;0;-62
s2;1;1;12.72792206;1273;1;-61.8346456692913
s2;1;1;12.72792206;1273;2;-63.7087378640776
s2;1;1;12.72792206;1273;3;-64.4918032786885
s2;1;1;12.72792206;1273;4;-67.9047619047619
s2;1;1;12.72792206;1273;5;-66.4695652173913
s2;1;1;12.72792206;1273;6;-64.2307692307692
s2;1;1;12.72792206;1273;7;-64.3391304347826
s2;1;1;12.72792206;1273;8;-70.1639344262295
s2;1;1;12.72792206;1273;9;-71.6129032258064
s2;1;1;12.72792206;1273;10;-70.1047619047619
s2;1;1;12.72792206;1273;11;-72.0338983050847
s2;1;1;12.72792206;1273;12;-68.7415730337078
s2;1;1;12.72792206;1273;13;-64.875968992248
s2;1;1;12.72792206;1273;14;-61.9279279279279
s2;1;1;12.72792206;1273;15;-59.8512396694214
s2;1;1;12.72792206;1273;16;-61.8440366972477
s2;1;1;12.72792206;1273;17;-59.8095238095238
s2;1;1;12.72792206;1273;18;-59.1083333333333
s2;1;1;12.72792206;1273;19;-58.0294117647058
s2;1;1;12.72792206;1273;20;-57.0225563909774
s2;1;1;12.72792206;1273;21;-57
s2;1;1;12.72792206;1273;22;-55
s2;1;1;12.72792206;1273;23;-55.0491803278688
s2;1;1;12.72792206;1273;24;-57.5698924731182
s2;1;1;12.72792206;1273;25;-57.3361344537815
s2;1;1;12.72792206;1273;26;-60
s2;1;1;12.72792206;1273;27;-58.9642857142857
s2;1;1;12.72792206;1273;28;-60.0188679245283
s2;1;1;12.72792206;1273;29;-59.9819819819819
s2;1;1;12.72792206;1273;30;-59.90756302521
s2;1;1;12.72792206;1273;31;-59.9532710280373
s2;1;1;12.72792206;1273;32;-61.0462962962963
s2;1;1;12.72792206;1273;33;-62.515873015873
s2;1;1;12.72792206;1273;34;-63.0736842105263
s2;1;1;12.72792206;1273;35;-60.7739130434782
s2;1;1;12.72792206;1273;36;-58.8928571428571
s2;1;1;12.72792206;1273;37;-62.5705882352941
s2;1;1;12.72792206;1273;38;-69.8152866242038
s2;1;1;12.72792206;1273;39;-58.4171428571428
s2;1;5;10.29563014;1030;0;-52.5555555555555
s2;1;5;10.29563014;1030;1;-54.6491228070175
s2;1;5;10.29563014;1030;2;-57.0916666666666
s2;1;5;10.29563014;1030;3;-59.127659574468
s2;1;5;10.29563014;1030;4;-63.1935483870967
s2;1;5;10.29563014;1030;5;-61.5596330275229
s2;1;5;10.29563014;1030;6;-56.4105263157894
s2;1;5;10.29563014;1030;7;-52.9696969696969
s2;1;5;10.29563014;1030;8;-52.5408163265306
s2;1;5;10.29563014;1030;9;-51.8785046728971
s2;1;5;10.29563014;1030;10;-51.9157894736842
s2;1;5;10.29563014;1030;11;-49.1111111111111
s2;1;5;10.29563014;1030;12;-50.8988764044943
s2;1;5;10.29563014;1030;13;-51.095744680851
s2;1;5;10.29563014;1030;14;-52.9898989898989
s2;1;5;10.29563014;1030;15;-54.1538461538461
s2;1;5;10.29563014;1030;16;-55.1142857142857
s2;1;5;10.29563014;1030;17;-57.8584905660377
s2;1;5;10.29563014;1030;18;-61.626168224299
s2;1;5;10.29563014;1030;19;-63.2631578947368
s2;1;5;10.29563014;1030;20;-56.2820512820512
s2;1;5;10.29563014;1030;21;-52.5825242718446
s2;1;5;10.29563014;1030;22;-52.1016949152542
s2;1;5;10.29563014;1030;23;-51.7731958762886
s2;1;5;10.29563014;1030;24;-53.2734375
s2;1;5;10.29563014;1030;25;-51.0102040816326
s2;1;5;10.29563014;1030;26;-48.9902912621359
s2;1;5;10.29563014;1030;27;-47.2947368421052
s2;1;5;10.29563014;1030;28;-49
s2;1;5;10.29563014;1030;29;-49.7181818181818
s2;1;5;10.29563014;1030;30;-53.98
s2;1;5;10.29563014;1030;31;-54.5514018691588
s2;1;5;10.29563014;1030;32;-56.0166666666666
s2;1;5;10.29563014;1030;33;-55.7872340425531
s2;1;5;10.29563014;1030;34;-60.360465116279
s2;1;5;10.29563014;1030;35;-55.4361702127659
s2;1;5;10.29563014;1030;36;-51.9767441860465
s2;1;5;10.29563014;1030;37;-52.7654320987654
s2;1;5;10.29563014;1030;38;-48.7241379310344
s2;1;5;10.29563014;1030;39;-50.7922077922077
s2;1;2;12.04159458;1204;0;-61.8947368421052
s2;1;2;12.04159458;1204;1;-59.8586956521739
s2;1;2;12.04159458;1204;2;-59.8636363636363
s2;1;2;12.04159458;1204;3;-60.8484848484848
s2;1;2;12.04159458;1204;4;-60.6203703703703
s2;1;2;12.04159458;1204;5;-61.7325581395348
s2;1;2;12.04159458;1204;6;-59.8514851485148
s2;1;2;12.04159458;1204;7;-57.2242990654205
s2;1;2;12.04159458;1204;8;-56.0178571428571
s2;1;2;12.04159458;1204;9;-54.7739130434782
s2;1;2;12.04159458;1204;10;-54.9583333333333
s2;1;2;12.04159458;1204;11;-58.1609195402298
s2;1;2;12.04159458;1204;12;-58.54
s2;1;2;12.04159458;1204;13;-57.9724770642201
s2;1;2;12.04159458;1204;14;-57.103448275862
