anchor;x;y;distance;distance_cm;channel;rssi
s1;1;4;9.848857802;985;0;-77.5842696629213
s1;1;4;9.848857802;985;1;-79.0333333333333
s1;1;4;9.848857802;985;2;-75.0095238095238
s1;1;4;9.848857802;985;3;-73.0672268907563
s1;1;4;9.848857802;985;4;-75.020618556701
s1;1;4;9.848857802;985;5;-72.0818181818181
s1;1;4;9.848857802;985;6;-69.3571428571428
s1;1;4;9.848857802;985;7;-68.4380952380952
s1;1;4;9.848857802;985;8;-69.5185185185185
s1;1;4;9.848857802;985;9;-67.7863247863247
s1;1;4;9.848857802;985;10;-68.4806201550387
s1;1;4;9.848857802;985;11;-65.8617021276595
s1;1;4;9.848857802;985;12;-65.8118811881188
s1;1;4;9.848857802;985;13;-62.8064516129032
s1;1;4;9.848857802;985;14;-63
s1;1;4;9.848857802;985;15;-63.8317757009345
s1;1;4;9.848857802;985;16;-65.5865384615384
s1;1;4;9.848857802;985;17;-67.5918367346938
s1;1;4;9.848857802;985;18;-66.9134615384615
s1;1;4;9.848857802;985;19;-66.0093457943925
s1;1;4;9.848857802;985;20;-66.6754385964912
s1;1;4;9.848857802;985;21;-66.5185185185185
s1;1;4;9.848857802;985;22;-69.0275229357798
s1;1;4;9.848857802;985;23;-73.9428571428571
s1;1;4;9.848857802;985;24;-71.2452830188679
s1;1;4;9.848857802;985;25;-66.6464646464646
s1;1;4;9.848857802;985;26;-66.1523809523809
s1;1;4;9.848857802;985;27;-67.875
s1;1;4;9.848857802;985;28;-68.375
s1;1;4;9.848857802;985;29;-68.1229508196721
s1;1;4;9.848857802;985;30;-70.75
s1;1;4;9.848857802;985;31;-73.7741935483871
s1;1;4;9.848857802;985;32;-80.7979797979797
s1;1;4;9.848857802;985;33;-78.9324324324324
s1;1;4;9.848857802;985;34;-77.3529411764706
s1;1;4;9.848857802;985;35;-74.2385321100917
s1;1;4;9.848857802;985;36;-71.2083333333333
s1;1;4;9.848857802;985;37;-82.3701298701298
s1;1;4;9.848857802;985;38;-64.9066666666666
s1;1;4;9.848857802;985;39;-65.5277777777777
s1;1;1;9.055385138;906;0;-64.9908256880734
s1;1;1;9.055385138;906;1;-65.9322033898305
s1;1;1;9.055385138;906;2;-65.8640776699029
s1;1;1;9.055385138;906;3;-66.0082644628099
s1;1;1;9.055385138;906;4;-68.3771929824561
s1;1;1;9.055385138;906;5;-70.3008849557522
s1;1;1;9.055385138;906;6;-73.287037037037
s1;1;1;9.055385138;906;7;-67.9829059829059
s1;1;1;9.055385138;906;8;-64.0909090909091
s1;1;1;9.055385138;906;9;-61.4590163934426
s1;1;1;9.055385138;906;10;-61.9439252336448
s1;1;1;9.055385138;906;11;-61.0166666666666
s1;1;1;9.055385138;906;12;-62.4303797468354
s1;1;1;9.055385138;906;13;-63.023622047244
s1;1;1;9.055385138;906;14;-62.5607476635514
s1;1;1;9.055385138;906;15;-60.8699186991869
s1;1;1;9.055385138;906;16;-59.8446601941747
s1;1;1;9.055385138;906;17;-57.9064748201438
s1;1;1;9.055385138;906;18;-56.2654867256637
s1;1;1;9.055385138;906;19;-56
s1;1;1;9.055385138;906;20;-57.3937007874015
s1;1;1;9.055385138;906;21;-59.4571428571428
s1;1;1;9.055385138;906;22;-59.5078125
s1;1;1;9.055385138;906;23;-58.9495798319327
s1;1;1;9.055385138;906;24;-57.7169811320754
s1;1;1;9.055385138;906;25;-56.5284552845528
s1;1;1;9.055385138;906;26;-57
s1;1;1;9.055385138;906;27;-56.8921568627451
s1;1;1;9.055385138;906;28;-56.9908256880733
s1;1;1;9.055385138;906;29;-56.3166666666666
s1;1;1;9.055385138;906;30;-55.75
s1;1;1;9.055385138;906;31;-55
s1;1;1;9.055385138;906;32;-54.9245283018867
s1;1;1;9.055385138;906;33;-54.9722222222222
s1;1;1;9.055385138;906;34;-54.8478260869565
s1;1;1;9.055385138;906;35;-56
s1;1;1;9.055385138;906;36;-55
s1;1;1;9.055385138;906;37;-64.2093023255813
s1;1;1;9.055385138;906;38;-60.9259259259259
s1;1;1;9.055385138;906;39;-54.85625
s1;1;2;9.219544457;922;0;-61.5
s1;1;2;9.219544457;922;1;-61.8636363636363
s1;1;2;9.219544457;922;2;-62.8659793814432
s1;1;2;9.219544457;922;3;-68.5575221238938
s1;1;2;9.219544457;922;4;-73.089108910891
s1;1;2;9.219544457;922;5;-72.906976744186
s1;1;2;9.219544457;922;6;-69.9357798165137
s1;1;2;9.219544457;922;7;-65.8247422680412
s1;1;2;9.219544457;922;8;-64.1684210526315
s1;1;2;9.219544457;922;9;-65.2710280373831
s1;1;2;9.219544457;922;10;-66.61
s1;1;2;9.219544457;922;11;-70.3827160493827
s1;1;2;9.219544457;922;12;-67.8857142857142
s1;1;2;9.219544457;922;13;-66.9450549450549
s1;1;2;9.219544457;922;14;-65.4461538461538
s1;1;2;9.219544457;922;15;-66.0795454545454
s1;1;2;9.219544457;922;16;-69.3301886792452
s1;1;2;9.219544457;922;17;-69.877358490566
s1;1;2;9.219544457;922;18;-68.9166666666666
s1;1;2;9.219544457;922;19;-66.5394736842105
s1;1;2;9.219544457;922;20;-66.0695652173913
s1;1;2;9.219544457;922;21;-66.2962962962962
s1;1;2;9.219544457;922;22;-66
s1;1;2;9.219544457;922;23;-67.4166666666666
s1;1;2;9.219544457;922;24;-68.3203883495145
s1;1;2;9.219544457;922;25;-66.1308411214953
s1;1;2;9.219544457;922;26;-64.3195876288659
s1;1;2;9.219544457;922;27;-63.2093023255814
s1;1;2;9.219544457;922;28;-62.5421686746987
s1;1;2;9.219544457;922;29;-61.6224489795918
s1;1;2;9.219544457;922;30;-60.1616161616161
s1;1;2;9.219544457;922;31;-59.1666666666666
s1;1;2;9.219544457;922;32;-58.4444444444444
s1;1;2;9.219544457;922;33;-57.8453608247422
s1;1;2;9.219544457;922;34;-58.0744680851063
